prodid,category,date,sales
PT-72142,Pain Killer,11/1/2009,5113
PT-72142,Pain Killer,12/1/2009,846
PT-72143,Pain Killer,1/1/2009,1853
PT-72143,Pain Killer,2/1/2009,2052
PT-72143,Pain Killer,3/1/2009,2500
PT-72143,Pain Killer,4/1/2009,1900
PT-72143,Pain Killer,5/1/2009,2345
PT-72143,Pain Killer,6/1/2009,2389
PT-72143,Pain Killer,7/1/2009,2200
PT-72143,Pain Killer,8/1/2009,1780
PT-72143,Pain Killer,9/1/2009,1716
PT-72143,Pain Killer,10/1/2009,2655
PT-72143,Pain Killer,11/1/2009,3818
PT-72143,Pain Killer,12/1/2009,1500
PT-78527,Acidity,1/1/2009,1606
PT-78527,Acidity,2/1/2009,1650
PT-78527,Acidity,3/1/2009,2162
PT-78527,Acidity,4/1/2009,1386
PT-78527,Acidity,5/1/2009,2822
PT-78527,Acidity,6/1/2009,2498
PT-78527,Acidity,7/1/2009,2166
PT-78527,Acidity,8/1/2009,1905
PT-78527,Acidity,9/1/2009,3500
PT-78527,Acidity,10/1/2009,2164
PT-78527,Acidity,11/1/2009,2558
PT-78527,Acidity,12/1/2009,1500
PT-83183,Stomach pain killers,1/1/2009,19000
PT-83183,Stomach pain killers,2/1/2009,21825
PT-83183,Stomach pain killers,3/1/2009,31955
PT-83183,Stomach pain killers,4/1/2009,23494
PT-83183,Stomach pain killers,5/1/2009,22827
PT-83183,Stomach pain killers,6/1/2009,22605
PT-83183,Stomach pain killers,7/1/2009,21960
PT-83183,Stomach pain killers,8/1/2009,29077
PT-83183,Stomach pain killers,9/1/2009,28833
PT-83183,Stomach pain killers,10/1/2009,28007
PT-83183,Stomach pain killers,11/1/2009,40136
PT-83183,Stomach pain killers,12/1/2009,17482
PT-84475,Douche bag,1/1/2009,3610
PT-84475,Douche bag,2/1/2009,5308
PT-84475,Douche bag,3/1/2009,3969
PT-84475,Douche bag,4/1/2009,3879
PT-84475,Douche bag,5/1/2009,6959
PT-84475,Douche bag,6/1/2009,3500
PT-84475,Douche bag,7/1/2009,3712
PT-84475,Douche bag,8/1/2009,5000
PT-84475,Douche bag,9/1/2009,6004
PT-84475,Douche bag,10/1/2009,4500
PT-84475,Douche bag,11/1/2009,6238
PT-84475,Douche bag,12/1/2009,1500
PT-84822,Muscle Relaxing,1/1/2009,1800
PT-84822,Muscle Relaxing,2/1/2009,2785
PT-84822,Muscle Relaxing,3/1/2009,3057
PT-84822,Muscle Relaxing,4/1/2009,2568
PT-84822,Muscle Relaxing,5/1/2009,4401
PT-84822,Muscle Relaxing,6/1/2009,4125
PT-84822,Muscle Relaxing,7/1/2009,2380
PT-84822,Muscle Relaxing,8/1/2009,5167
PT-84822,Muscle Relaxing,9/1/2009,5161
PT-84822,Muscle Relaxing,10/1/2009,4348
PT-84822,Muscle Relaxing,11/1/2009,7077
PT-84822,Muscle Relaxing,12/1/2009,3229
PT-84861,Antiflatulent,1/1/2009,23561
PT-84861,Antiflatulent,2/1/2009,32359
PT-84861,Antiflatulent,3/1/2009,38042
PT-84861,Antiflatulent,4/1/2009,33471
PT-84861,Antiflatulent,5/1/2009,32243
PT-84861,Antiflatulent,6/1/2009,32183
PT-84861,Antiflatulent,7/1/2009,38931
PT-84861,Antiflatulent,8/1/2009,36386
PT-84861,Antiflatulent,9/1/2009,53239
PT-84861,Antiflatulent,10/1/2009,43866
PT-84861,Antiflatulent,11/1/2009,70609
PT-84861,Antiflatulent,12/1/2009,21354
PT-85068,Memory Pills,1/1/2009,3006
PT-85068,Memory Pills,2/1/2009,3446
PT-85068,Memory Pills,3/1/2009,5400
PT-85068,Memory Pills,4/1/2009,4396
PT-85068,Memory Pills,5/1/2009,3488
PT-85068,Memory Pills,6/1/2009,7118
PT-85068,Memory Pills,7/1/2009,4508
PT-85068,Memory Pills,8/1/2009,5500
PT-85068,Memory Pills,9/1/2009,5684
PT-85068,Memory Pills,10/1/2009,6500
PT-85068,Memory Pills,11/1/2009,7320
PT-85068,Memory Pills,12/1/2009,3923
PT-86686,Stomach Protectors,1/1/2009,874
PT-86686,Stomach Protectors,2/1/2009,2300
PT-86686,Stomach Protectors,3/1/2009,2800
PT-86686,Stomach Protectors,4/1/2009,1492
PT-86686,Stomach Protectors,5/1/2009,2040
PT-86686,Stomach Protectors,6/1/2009,2252
PT-86686,Stomach Protectors,7/1/2009,1318
PT-86686,Stomach Protectors,8/1/2009,2160
PT-86686,Stomach Protectors,9/1/2009,1104
PT-86686,Stomach Protectors,10/1/2009,2971
PT-86686,Stomach Protectors,11/1/2009,2463
PT-86686,Stomach Protectors,12/1/2009,1985
PT-86926,Vitamins,1/1/2009,14709
PT-86926,Vitamins,2/1/2009,25956
PT-86926,Vitamins,3/1/2009,28000
PT-86926,Vitamins,4/1/2009,29000
PT-86926,Vitamins,5/1/2009,28421
PT-86926,Vitamins,6/1/2009,24988
PT-86926,Vitamins,7/1/2009,30000
PT-86926,Vitamins,8/1/2009,20331
PT-86926,Vitamins,9/1/2009,24328
PT-86926,Vitamins,10/1/2009,24208
PT-86926,Vitamins,11/1/2009,22826
PT-86926,Vitamins,12/1/2009,8412
PT-87064,Calluses Cream,1/1/2009,627
PT-87064,Calluses Cream,2/1/2009,1338
PT-87064,Calluses Cream,3/1/2009,1204
PT-87064,Calluses Cream,4/1/2009,619
PT-87064,Calluses Cream,5/1/2009,1400
PT-87064,Calluses Cream,6/1/2009,1300
PT-87064,Calluses Cream,7/1/2009,1159
PT-87064,Calluses Cream,8/1/2009,997
PT-87064,Calluses Cream,9/1/2009,1400
PT-87064,Calluses Cream,10/1/2009,1324
PT-87064,Calluses Cream,11/1/2009,1494
PT-87064,Calluses Cream,12/1/2009,418
PT-88294,Heart related,1/1/2009,4383
PT-88294,Heart related,2/1/2009,6264
PT-88294,Heart related,3/1/2009,15996
PT-88294,Heart related,4/1/2009,10493
PT-88294,Heart related,5/1/2009,13719
PT-88294,Heart related,6/1/2009,12788
PT-88294,Heart related,7/1/2009,12377
PT-88294,Heart related,8/1/2009,11614
PT-88294,Heart related,9/1/2009,12384
PT-88294,Heart related,10/1/2009,19315
PT-88294,Heart related,11/1/2009,19589
PT-88294,Heart related,12/1/2009,2047
PT-89326,Muscle Relaxing,1/1/2009,2046
PT-89326,Muscle Relaxing,2/1/2009,3296
PT-89326,Muscle Relaxing,3/1/2009,3029
PT-89326,Muscle Relaxing,4/1/2009,2374
PT-89326,Muscle Relaxing,5/1/2009,4854
PT-89326,Muscle Relaxing,6/1/2009,3660
PT-89326,Muscle Relaxing,7/1/2009,3306
PT-89326,Muscle Relaxing,8/1/2009,9898
PT-89326,Muscle Relaxing,9/1/2009,6575
PT-89326,Muscle Relaxing,10/1/2009,4808
PT-89326,Muscle Relaxing,11/1/2009,7400
PT-89326,Muscle Relaxing,12/1/2009,3591
PT-89474,Douche bag,1/1/2009,3356
PT-89474,Douche bag,2/1/2009,5612
PT-89474,Douche bag,3/1/2009,4994
PT-89474,Douche bag,4/1/2009,6919
PT-89474,Douche bag,5/1/2009,5497
PT-89474,Douche bag,6/1/2009,10230
PT-89474,Douche bag,7/1/2009,7080
PT-89474,Douche bag,8/1/2009,8060
PT-89474,Douche bag,9/1/2009,12530
PT-89474,Douche bag,10/1/2009,16944
PT-89474,Douche bag,11/1/2009,15978
PT-89474,Douche bag,12/1/2009,3340
PT-90860,Muscle Relaxing,1/1/2009,5425
PT-90860,Muscle Relaxing,2/1/2009,8500
PT-90860,Muscle Relaxing,3/1/2009,17017
PT-90860,Muscle Relaxing,4/1/2009,12938
PT-90860,Muscle Relaxing,5/1/2009,12300
PT-90860,Muscle Relaxing,6/1/2009,9318
PT-90860,Muscle Relaxing,7/1/2009,0
PT-90860,Muscle Relaxing,8/1/2009,11067
PT-90860,Muscle Relaxing,9/1/2009,18787
PT-90860,Muscle Relaxing,10/1/2009,13536
PT-90860,Muscle Relaxing,11/1/2009,18815
PT-90860,Muscle Relaxing,12/1/2009,6865
PT-90993,Liver protector,1/1/2009,3356
PT-90993,Liver protector,2/1/2009,5607
PT-90993,Liver protector,3/1/2009,6308
PT-90993,Liver protector,4/1/2009,6755
PT-90993,Liver protector,5/1/2009,6314
PT-90993,Liver protector,6/1/2009,7281
PT-90993,Liver protector,7/1/2009,6133
PT-90993,Liver protector,8/1/2009,10339
PT-90993,Liver protector,9/1/2009,7953
PT-90993,Liver protector,10/1/2009,3903
PT-90993,Liver protector,11/1/2009,5154
PT-90993,Liver protector,12/1/2009,7358
PT-91215,Heart related,1/1/2009,6592
PT-91215,Heart related,2/1/2009,10196
PT-91215,Heart related,3/1/2009,17806
PT-91215,Heart related,4/1/2009,16860
PT-91215,Heart related,5/1/2009,20194
PT-91215,Heart related,6/1/2009,19570
PT-91215,Heart related,7/1/2009,16375
PT-91215,Heart related,8/1/2009,15772
PT-91215,Heart related,9/1/2009,19530
PT-91215,Heart related,10/1/2009,22514
PT-91215,Heart related,11/1/2009,30583
PT-91215,Heart related,12/1/2009,5516
PT-92460,Stomach Protectors,1/1/2009,2796
PT-92460,Stomach Protectors,2/1/2009,16526
PT-92460,Stomach Protectors,3/1/2009,7324
PT-92460,Stomach Protectors,4/1/2009,7398
PT-92460,Stomach Protectors,5/1/2009,9418
PT-92460,Stomach Protectors,6/1/2009,6720
PT-92460,Stomach Protectors,7/1/2009,9104
PT-92460,Stomach Protectors,8/1/2009,7184
PT-92460,Stomach Protectors,9/1/2009,9407
PT-92460,Stomach Protectors,10/1/2009,10214
PT-92460,Stomach Protectors,11/1/2009,19868
PT-92460,Stomach Protectors,12/1/2009,1948
PT-92494,Stomach Protectors,1/1/2009,289
PT-92494,Stomach Protectors,2/1/2009,777
PT-92494,Stomach Protectors,3/1/2009,406
PT-92494,Stomach Protectors,4/1/2009,513
PT-92494,Stomach Protectors,5/1/2009,445
PT-92494,Stomach Protectors,6/1/2009,656
PT-92494,Stomach Protectors,7/1/2009,409
PT-92494,Stomach Protectors,8/1/2009,540
PT-92494,Stomach Protectors,9/1/2009,447
PT-92494,Stomach Protectors,10/1/2009,627
PT-92494,Stomach Protectors,11/1/2009,922
PT-92494,Stomach Protectors,12/1/2009,450
PT-92791,Stomach Protectors,1/1/2009,1213
PT-92791,Stomach Protectors,2/1/2009,5790
PT-92791,Stomach Protectors,3/1/2009,7216
PT-92791,Stomach Protectors,4/1/2009,3446
PT-92791,Stomach Protectors,5/1/2009,5636
PT-92791,Stomach Protectors,6/1/2009,2761
PT-92791,Stomach Protectors,7/1/2009,5164
PT-92791,Stomach Protectors,8/1/2009,2915
PT-92791,Stomach Protectors,9/1/2009,3098
PT-92791,Stomach Protectors,10/1/2009,3018
PT-92791,Stomach Protectors,11/1/2009,6966
PT-92791,Stomach Protectors,12/1/2009,1128
PT-95625,Vitamins,1/1/2009,6296
PT-95625,Vitamins,2/1/2009,4932
PT-95625,Vitamins,3/1/2009,6151
PT-95625,Vitamins,4/1/2009,6678
PT-95625,Vitamins,5/1/2009,6518
PT-95625,Vitamins,6/1/2009,6802
PT-95625,Vitamins,7/1/2009,4210
PT-95625,Vitamins,8/1/2009,4103
PT-95625,Vitamins,9/1/2009,7190
PT-95625,Vitamins,10/1/2009,12359
PT-95625,Vitamins,11/1/2009,3364
PT-95625,Vitamins,12/1/2009,2101
PT-09936,Antiflatulent,1/1/2009,1562
PT-09936,Antiflatulent,2/1/2009,10750
PT-09936,Antiflatulent,3/1/2009,22610
PT-09936,Antiflatulent,4/1/2009,8459
PT-09936,Antiflatulent,5/1/2009,12762
PT-09936,Antiflatulent,6/1/2009,21530
PT-09936,Antiflatulent,7/1/2009,11986
PT-09936,Antiflatulent,8/1/2009,16678
PT-09936,Antiflatulent,9/1/2009,16020
PT-09936,Antiflatulent,10/1/2009,28326
PT-09936,Antiflatulent,11/1/2009,17176
PT-09936,Antiflatulent,12/1/2009,5000
PT-09985,Antiflatulent,1/1/2009,6888
PT-09985,Antiflatulent,2/1/2009,21148
PT-09985,Antiflatulent,3/1/2009,9672
PT-09985,Antiflatulent,4/1/2009,11862
PT-09985,Antiflatulent,5/1/2009,9600
PT-09985,Antiflatulent,6/1/2009,7503
PT-09985,Antiflatulent,7/1/2009,7408
PT-09985,Antiflatulent,8/1/2009,9800
PT-09985,Antiflatulent,9/1/2009,13100
PT-09985,Antiflatulent,10/1/2009,10783
PT-09985,Antiflatulent,11/1/2009,19259
PT-09985,Antiflatulent,12/1/2009,5156
PT-27524,Cough Pills,1/1/2009,5400
PT-27524,Cough Pills,2/1/2009,5500
PT-27524,Cough Pills,3/1/2009,20432
PT-27524,Cough Pills,4/1/2009,9940
PT-27524,Cough Pills,5/1/2009,10373
PT-27524,Cough Pills,6/1/2009,13936
PT-27524,Cough Pills,7/1/2009,7379
PT-27524,Cough Pills,8/1/2009,3416
PT-27524,Cough Pills,9/1/2009,9000
PT-27524,Cough Pills,10/1/2009,15160
PT-27524,Cough Pills,11/1/2009,11020
PT-27524,Cough Pills,12/1/2009,7673
PT-27540,Cough Syrop,1/1/2009,8928
PT-27540,Cough Syrop,2/1/2009,7247
PT-27540,Cough Syrop,3/1/2009,8400
PT-27540,Cough Syrop,4/1/2009,8665
PT-27540,Cough Syrop,5/1/2009,12300
PT-27540,Cough Syrop,6/1/2009,12797
PT-27540,Cough Syrop,7/1/2009,6300
PT-27540,Cough Syrop,8/1/2009,7319
PT-27540,Cough Syrop,9/1/2009,7319
PT-27540,Cough Syrop,10/1/2009,9017
PT-27540,Cough Syrop,11/1/2009,14134
PT-27540,Cough Syrop,12/1/2009,5455
PT-36004,Enema,1/1/2009,13465
PT-36004,Enema,2/1/2009,27192
PT-36004,Enema,3/1/2009,27192
PT-36004,Enema,4/1/2009,45594
PT-36004,Enema,5/1/2009,41702
PT-36004,Enema,6/1/2009,46754
PT-36004,Enema,7/1/2009,30390
PT-36004,Enema,8/1/2009,37894
PT-36004,Enema,9/1/2009,35730
PT-36004,Enema,10/1/2009,45814
PT-36004,Enema,11/1/2009,58860
PT-36004,Enema,12/1/2009,10887
PT-42838,Skin fungus,1/1/2009,1759
PT-42838,Skin fungus,2/1/2009,2792
PT-42838,Skin fungus,3/1/2009,6616
PT-42838,Skin fungus,4/1/2009,4133
PT-42838,Skin fungus,5/1/2009,4409
PT-42838,Skin fungus,6/1/2009,5023
PT-42838,Skin fungus,7/1/2009,1764
PT-42838,Skin fungus,8/1/2009,1724
PT-42838,Skin fungus,9/1/2009,5027
PT-42838,Skin fungus,10/1/2009,7231
PT-42838,Skin fungus,11/1/2009,8555
PT-42838,Skin fungus,12/1/2009,9636
PT-42960,Skin fungus,1/1/2009,5800
PT-42960,Skin fungus,2/1/2009,12800
PT-42960,Skin fungus,3/1/2009,16044
PT-42960,Skin fungus,4/1/2009,11641
PT-42960,Skin fungus,5/1/2009,9497
PT-42960,Skin fungus,6/1/2009,12639
PT-42960,Skin fungus,7/1/2009,15180
PT-42960,Skin fungus,8/1/2009,10739
PT-42960,Skin fungus,9/1/2009,16826
PT-42960,Skin fungus,10/1/2009,24134
PT-42960,Skin fungus,11/1/2009,20668
PT-42960,Skin fungus,12/1/2009,4030
PT-42978,Skin fungus,1/1/2009,17946
PT-42978,Skin fungus,2/1/2009,18000
PT-42978,Skin fungus,3/1/2009,26621
PT-42978,Skin fungus,4/1/2009,30576
PT-42978,Skin fungus,5/1/2009,24041
PT-42978,Skin fungus,6/1/2009,28271
PT-42978,Skin fungus,7/1/2009,27696
PT-42978,Skin fungus,8/1/2009,22692
PT-42978,Skin fungus,9/1/2009,25941
PT-42978,Skin fungus,10/1/2009,41790
PT-42978,Skin fungus,11/1/2009,35202
PT-42978,Skin fungus,12/1/2009,12954
PT-43067,Skin fungus,1/1/2009,3824
PT-43067,Skin fungus,2/1/2009,4297
PT-43067,Skin fungus,3/1/2009,7070
PT-43067,Skin fungus,4/1/2009,6801
PT-43067,Skin fungus,5/1/2009,5742
PT-43067,Skin fungus,6/1/2009,9180
PT-43067,Skin fungus,7/1/2009,7912
PT-43067,Skin fungus,8/1/2009,7352
PT-43067,Skin fungus,9/1/2009,9326
PT-43067,Skin fungus,10/1/2009,12546
PT-43067,Skin fungus,11/1/2009,7115
PT-43067,Skin fungus,12/1/2009,10201
PT-45575,Antidiarrheal,1/1/2009,32500
PT-45575,Antidiarrheal,2/1/2009,63549
PT-45575,Antidiarrheal,3/1/2009,80000
PT-45575,Antidiarrheal,4/1/2009,79281
PT-45575,Antidiarrheal,5/1/2009,60960
PT-45575,Antidiarrheal,6/1/2009,78320
PT-45575,Antidiarrheal,7/1/2009,65104
PT-45575,Antidiarrheal,8/1/2009,57000
PT-45575,Antidiarrheal,9/1/2009,65000
PT-45575,Antidiarrheal,10/1/2009,70307
PT-45575,Antidiarrheal,11/1/2009,73787
PT-45575,Antidiarrheal,12/1/2009,15852
PT-45583,Antidiarrheal,1/1/2009,1698
PT-45583,Antidiarrheal,2/1/2009,2600
PT-45583,Antidiarrheal,3/1/2009,3200
PT-45583,Antidiarrheal,4/1/2009,2375
PT-45583,Antidiarrheal,5/1/2009,3105
PT-45583,Antidiarrheal,6/1/2009,2312
PT-45583,Antidiarrheal,7/1/2009,4252
PT-45583,Antidiarrheal,8/1/2009,2361
PT-45583,Antidiarrheal,9/1/2009,2681
PT-45583,Antidiarrheal,10/1/2009,3808
PT-45583,Antidiarrheal,11/1/2009,4890
PT-45583,Antidiarrheal,12/1/2009,1673
PT-55186,Flu,1/1/2009,4014
PT-55186,Flu,2/1/2009,5850
PT-55186,Flu,3/1/2009,8952
PT-55186,Flu,4/1/2009,11093
PT-55186,Flu,5/1/2009,5331
PT-55186,Flu,6/1/2009,8563
PT-55186,Flu,7/1/2009,9843
PT-55186,Flu,8/1/2009,5140
PT-55186,Flu,9/1/2009,7628
PT-55186,Flu,10/1/2009,12401
PT-55186,Flu,11/1/2009,12300
PT-55186,Flu,12/1/2009,3020
PT-68569,Heart related,1/1/2009,3439
PT-68569,Heart related,2/1/2009,5833
PT-68569,Heart related,3/1/2009,5177
PT-68569,Heart related,4/1/2009,6081
PT-68569,Heart related,5/1/2009,5375
PT-68569,Heart related,6/1/2009,4566
PT-68569,Heart related,7/1/2009,3800
PT-68569,Heart related,8/1/2009,3042
PT-68569,Heart related,9/1/2009,3784
PT-68569,Heart related,10/1/2009,4045
PT-68569,Heart related,11/1/2009,4967
PT-68569,Heart related,12/1/2009,3410
PT-73411,Muscle Relaxing,1/1/2009,2970
PT-73411,Muscle Relaxing,2/1/2009,6458
PT-73411,Muscle Relaxing,3/1/2009,10107
PT-73411,Muscle Relaxing,4/1/2009,8199
PT-73411,Muscle Relaxing,5/1/2009,10500
PT-73411,Muscle Relaxing,6/1/2009,7650
PT-73411,Muscle Relaxing,7/1/2009,7595
PT-73411,Muscle Relaxing,8/1/2009,9308
PT-73411,Muscle Relaxing,9/1/2009,12581
PT-73411,Muscle Relaxing,10/1/2009,10665
PT-73411,Muscle Relaxing,11/1/2009,12254
PT-73411,Muscle Relaxing,12/1/2009,4999
PT-73445,Liver Protector,1/1/2009,5351
PT-73445,Liver Protector,2/1/2009,9901
PT-73445,Liver Protector,3/1/2009,19604
PT-73445,Liver Protector,4/1/2009,12300
PT-73445,Liver Protector,5/1/2009,9445
PT-73445,Liver Protector,6/1/2009,10844
PT-73445,Liver Protector,7/1/2009,6762
PT-73445,Liver Protector,8/1/2009,9239
PT-73445,Liver Protector,9/1/2009,11352
PT-73445,Liver Protector,10/1/2009,7370
PT-73445,Liver Protector,11/1/2009,7329
PT-73445,Liver Protector,12/1/2009,9852
PT-89128,Cough Syrop,1/1/2009,14715
PT-89128,Cough Syrop,2/1/2009,12961
PT-89128,Cough Syrop,3/1/2009,24078
PT-89128,Cough Syrop,4/1/2009,17635
PT-89128,Cough Syrop,5/1/2009,18954
PT-89128,Cough Syrop,6/1/2009,15379
PT-89128,Cough Syrop,7/1/2009,15521
PT-89128,Cough Syrop,8/1/2009,22041
PT-89128,Cough Syrop,9/1/2009,17246
PT-89128,Cough Syrop,10/1/2009,22076
PT-89128,Cough Syrop,11/1/2009,25057
PT-89128,Cough Syrop,12/1/2009,8516
PT-91934,Laxative,1/1/2009,3642
PT-91934,Laxative,2/1/2009,5133
PT-91934,Laxative,3/1/2009,8731
PT-91934,Laxative,4/1/2009,6125
PT-91934,Laxative,5/1/2009,7244
PT-91934,Laxative,6/1/2009,7238
PT-91934,Laxative,7/1/2009,4530
PT-91934,Laxative,8/1/2009,5562
PT-91934,Laxative,9/1/2009,9113
PT-91934,Laxative,10/1/2009,7556
PT-91934,Laxative,11/1/2009,7626
PT-91934,Laxative,12/1/2009,2472
PT-91983,Liver Protector,1/1/2009,10280
PT-91983,Liver Protector,2/1/2009,13211
PT-91983,Liver Protector,3/1/2009,16436
PT-91983,Liver Protector,4/1/2009,13032
PT-91983,Liver Protector,5/1/2009,19016
PT-91983,Liver Protector,6/1/2009,19303
PT-91983,Liver Protector,7/1/2009,12211
PT-91983,Liver Protector,8/1/2009,14465
PT-91983,Liver Protector,9/1/2009,37439
PT-91983,Liver Protector,10/1/2009,32546
PT-91983,Liver Protector,11/1/2009,20760
PT-91983,Liver Protector,12/1/2009,11956
PT-92676,Liver Protector,1/1/2009,874
PT-92676,Liver Protector,2/1/2009,6817
PT-92676,Liver Protector,3/1/2009,4509
PT-92676,Liver Protector,4/1/2009,4116
PT-92676,Liver Protector,5/1/2009,7533
PT-92676,Liver Protector,6/1/2009,6817
PT-92676,Liver Protector,7/1/2009,3854
PT-92676,Liver Protector,8/1/2009,3093
PT-92676,Liver Protector,9/1/2009,8198
PT-92676,Liver Protector,10/1/2009,7768
PT-92676,Liver Protector,11/1/2009,9607
PT-92676,Liver Protector,12/1/2009,5447
PT-00166,Heart related,1/1/2010,1024
PT-00166,Heart related,2/1/2010,2500
PT-00166,Heart related,3/1/2010,4000
PT-00166,Heart related,4/1/2010,3500
PT-00166,Heart related,5/1/2010,4000
PT-00166,Heart related,6/1/2010,3400
PT-00166,Heart related,7/1/2010,2400
PT-00166,Heart related,8/1/2010,2980
PT-00166,Heart related,9/1/2010,3900
PT-00166,Heart related,10/1/2010,3900
PT-00166,Heart related,11/1/2010,5584
PT-00166,Heart related,12/1/2010,2138
PT-09217,Vitamins,1/1/2010,7500
PT-09217,Vitamins,2/1/2010,7300
PT-09217,Vitamins,3/1/2010,9000
PT-09217,Vitamins,4/1/2010,11780
PT-09217,Vitamins,5/1/2010,14424
PT-09217,Vitamins,6/1/2010,15830
PT-09217,Vitamins,7/1/2010,16399
PT-09217,Vitamins,8/1/2010,7500
PT-09217,Vitamins,9/1/2010,7519
PT-09217,Vitamins,10/1/2010,8608
PT-09217,Vitamins,11/1/2010,9800
PT-09217,Vitamins,12/1/2010,10180
PT-36608,Enema,1/1/2010,5250
PT-36608,Enema,2/1/2010,3360
PT-36608,Enema,3/1/2010,8578
PT-36608,Enema,4/1/2010,7320
PT-36608,Enema,5/1/2010,10570
PT-36608,Enema,6/1/2010,11120
PT-36608,Enema,7/1/2010,10800
PT-36608,Enema,8/1/2010,5320
PT-36608,Enema,9/1/2010,6001
PT-36608,Enema,10/1/2010,11674
PT-36608,Enema,11/1/2010,7379
PT-36608,Enema,12/1/2010,3000
PT-43000,Skin fungus,1/1/2010,4500
PT-43000,Skin fungus,2/1/2010,11000
PT-43000,Skin fungus,3/1/2010,21400
PT-43000,Skin fungus,4/1/2010,20910
PT-43000,Skin fungus,5/1/2010,26573
PT-43000,Skin fungus,6/1/2010,28000
PT-43000,Skin fungus,7/1/2010,28800
PT-43000,Skin fungus,8/1/2010,24160
PT-43000,Skin fungus,9/1/2010,48500
PT-43000,Skin fungus,10/1/2010,40120
PT-43000,Skin fungus,11/1/2010,47900
PT-43000,Skin fungus,12/1/2010,11082
PT-43505,Flu,1/1/2010,5775
PT-43505,Flu,2/1/2010,6652
PT-43505,Flu,3/1/2010,7336
PT-43505,Flu,4/1/2010,8300
PT-43505,Flu,5/1/2010,9938
PT-43505,Flu,6/1/2010,10146
PT-43505,Flu,7/1/2010,7100
PT-43505,Flu,8/1/2010,7547
PT-43505,Flu,9/1/2010,10002
PT-43505,Flu,10/1/2010,13867
PT-43505,Flu,11/1/2010,14500
PT-43505,Flu,12/1/2010,5400
PT-55608,Flu,1/1/2010,6723
PT-55608,Flu,2/1/2010,11502
PT-55608,Flu,3/1/2010,10223
PT-55608,Flu,4/1/2010,6038
PT-55608,Flu,5/1/2010,10500
PT-55608,Flu,6/1/2010,9141
PT-55608,Flu,7/1/2010,6400
PT-55608,Flu,8/1/2010,13112
PT-55608,Flu,9/1/2010,8386
PT-55608,Flu,10/1/2010,13756
PT-55608,Flu,11/1/2010,13980
PT-55608,Flu,12/1/2010,4489
PT-63206,Stomach Protectors,1/1/2010,2272
PT-63206,Stomach Protectors,2/1/2010,3597
PT-63206,Stomach Protectors,3/1/2010,3570
PT-63206,Stomach Protectors,4/1/2010,3896
PT-63206,Stomach Protectors,5/1/2010,4214
PT-63206,Stomach Protectors,6/1/2010,4010
PT-63206,Stomach Protectors,7/1/2010,4971
PT-63206,Stomach Protectors,8/1/2010,3587
PT-63206,Stomach Protectors,9/1/2010,6046
PT-63206,Stomach Protectors,10/1/2010,2442
PT-63206,Stomach Protectors,11/1/2010,4040
PT-63206,Stomach Protectors,12/1/2010,1775
PT-63354,Stomach Protectors,1/1/2010,3280
PT-63354,Stomach Protectors,2/1/2010,7480
PT-63354,Stomach Protectors,3/1/2010,7839
PT-63354,Stomach Protectors,4/1/2010,7494
PT-63354,Stomach Protectors,5/1/2010,6281
PT-63354,Stomach Protectors,6/1/2010,9553
PT-63354,Stomach Protectors,7/1/2010,5616
PT-63354,Stomach Protectors,8/1/2010,6274
PT-63354,Stomach Protectors,9/1/2010,6938
PT-63354,Stomach Protectors,10/1/2010,6500
PT-63354,Stomach Protectors,11/1/2010,16852
PT-63354,Stomach Protectors,12/1/2010,1344
PT-71804,Stomach Protectors,1/1/2010,1200
PT-71804,Stomach Protectors,2/1/2010,1442
PT-71804,Stomach Protectors,3/1/2010,2500
PT-71804,Stomach Protectors,4/1/2010,1088
PT-71804,Stomach Protectors,5/1/2010,1500
PT-71804,Stomach Protectors,6/1/2010,1528
PT-71804,Stomach Protectors,7/1/2010,2531
PT-71804,Stomach Protectors,8/1/2010,1544
PT-71804,Stomach Protectors,9/1/2010,1366
PT-71804,Stomach Protectors,10/1/2010,2156
PT-71804,Stomach Protectors,11/1/2010,2577
PT-71804,Stomach Protectors,12/1/2010,500
PT-71812,Flu,1/1/2010,2494
PT-71812,Flu,2/1/2010,2910
PT-71812,Flu,3/1/2010,4385
PT-71812,Flu,4/1/2010,3295
PT-71812,Flu,5/1/2010,2500
PT-71812,Flu,6/1/2010,6912
PT-71812,Flu,7/1/2010,5548
PT-71812,Flu,8/1/2010,2762
PT-71812,Flu,9/1/2010,1196
PT-71812,Flu,10/1/2010,2294
PT-71812,Flu,11/1/2010,2329
PT-71812,Flu,12/1/2010,1970
PT-71836,Pain Killer,1/1/2010,13000
PT-71836,Pain Killer,2/1/2010,20004
PT-71836,Pain Killer,3/1/2010,36133
PT-71836,Pain Killer,4/1/2010,57000
PT-71836,Pain Killer,5/1/2010,38395
PT-71836,Pain Killer,6/1/2010,37599
PT-71836,Pain Killer,7/1/2010,30500
PT-71836,Pain Killer,8/1/2010,48627
PT-71836,Pain Killer,9/1/2010,88760
PT-71836,Pain Killer,10/1/2010,88300
PT-71836,Pain Killer,11/1/2010,66700
PT-71836,Pain Killer,12/1/2010,5400
PT-71837,Pain Killer,1/1/2010,2224
PT-71837,Pain Killer,2/1/2010,3470
PT-71837,Pain Killer,3/1/2010,2463
PT-71837,Pain Killer,4/1/2010,2463
PT-71837,Pain Killer,5/1/2010,8162
PT-71837,Pain Killer,6/1/2010,3644
